
Predictions(GD) 	 Predictions(C) 	 True Value
0.42028			 0.426545			 0.389343
3.48523			 3.49016			 3.50473
0.23916			 0.269469			 0.293813
1.50802			 1.50769			 1.48716
4.51391			 4.51216			 4.47337
0.516874			 0.514202			 0.493671
0.747319			 0.736204			 0.711773
2.40486			 2.41464			 2.45624
0.357356			 0.35577			 0.377733
5.00009			 5.00074			 5.03013
0.306499			 0.29646			 0.318048
0.309449			 0.299422			 0.274466
4.3386			 4.33688			 4.34086
0.254684			 0.270243			 0.303592
0.28564			 0.279399			 0.243834
0.223063			 0.257306			 0.220867
0.290867			 0.282938			 0.247714
4.65756			 4.65617			 4.69301
5.83455			 5.84226			 5.7881
0.76011			 0.749611			 0.781212
3.39137			 3.39739			 3.35379
1.91391			 1.91702			 1.87609
0.746393			 0.735236			 0.710539
0.26178			 0.270712			 0.311187
0.524914			 0.52118			 0.477527
0.464434			 0.468355			 0.453496
0.619737			 0.607331			 0.638917
5.96085			 5.96903			 5.9676
1.19543			 1.19697			 1.18642
0.466228			 0.469964			 0.428607
4.50555			 4.5038			 4.52662
1.95129			 1.95498			 1.96816
0.230302			 0.265658			 0.193931
0.778237			 0.768672			 0.769401
1.05185			 1.05303			 1.05142
4.20893			 4.20757			 4.23325
2.81195			 2.82285			 2.78195
5.71025			 5.7172			 5.68132
0.54599			 0.539625			 0.502918
0.877683			 0.873447			 0.851805
0.271807			 0.272862			 0.322159
0.205268			 0.189269			 0.226667
1.25523			 1.25638			 1.29476
0.23016			 0.265551			 0.202678
1.35524			 1.3556			 1.34015
5.92976			 5.93785			 5.9427
1.6381			 1.6381			 1.65055
0.281043			 0.276759			 0.298467
0.368139			 0.368832			 0.396348
1.49402			 1.49371			 1.52867
0.40178			 0.407238			 0.436606
1.51899			 1.51865			 1.47748
0.530644			 0.52617			 0.484526
1.55935			 1.55904			 1.57681
3.76803			 3.76985			 3.7861
4.38294			 4.38116			 4.43132
1.84323			 1.84533			 1.82137
0.617821			 0.605499			 0.605888
1.30044			 1.30124			 1.29873
0.334764			 0.328125			 0.385568
1.90914			 1.91219			 1.86347
0.323208			 0.314454			 0.307091
1.07424			 1.07566			 1.0343
1.98539			 1.9896			 1.97339
0.380542			 0.383465			 0.42191
0.393035			 0.397658			 0.370547
0.357112			 0.355471			 0.312642
2.17868			 2.18582			 2.19679
1.0387			 1.03969			 1.00376
0.310522			 0.300526			 0.299878
4.1359			 4.13486			 4.1516
0.39226			 0.396795			 0.378336
0.247071			 0.270156			 0.259055
1.9904			 1.99468			 2.03966
3.31443			 3.32133			 3.36347
1.03314			 1.03404			 1.05351
0.834393			 0.827902			 0.798919
0.632052			 0.619196			 0.605084
0.589078			 0.578492			 0.62765
0.642574			 0.629456			 0.598223
0.274111			 0.273656			 0.247773
1.16665			 1.1683			 1.17694
1.16713			 1.16878			 1.13428
0.558175			 0.550436			 0.551945
0.287337			 0.280487			 0.282332
0.323385			 0.314659			 0.362452
0.230483			 0.265792			 0.219881
1.54034			 1.54001			 1.53519
1.37343			 1.37366			 1.36842
2.0999			 2.10588			 2.05798
0.48597			 0.48739			 0.511525
0.35188			 0.34906			 0.374267
0.567023			 0.558371			 0.56189
2.76604			 2.77704			 2.76486
1.36136			 1.36168			 1.34536
0.485141			 0.486666			 0.442934
0.199428			 0.139505			 0.198681
3.4748			 3.47985			 3.43234
0.334649			 0.327985			 0.317037
0.214474			 0.235957			 0.223163
0.238012			 0.269221			 0.21505
0.354986			 0.35287			 0.404107
0.889237			 0.885556			 0.859463
1.57243			 1.57215			 1.58402
0.285276			 0.279174			 0.274148
0.337829			 0.33184			 0.310902
2.22104			 2.22876			 2.19495
0.386834			 0.390687			 0.397441
0.203033			 0.172483			 0.248776
0.921531			 0.919268			 0.939912
1.70663			 1.70715			 1.6681
2.30524			 2.31401			 2.29969
1.20446			 1.20595			 1.23794
1.05883			 1.06009			 1.01208
0.560436			 0.552457			 0.533359
1.6863			 1.68664			 1.65502
3.26376			 3.27121			 3.28258
5.10221			 5.10372			 5.11144
0.726984			 0.714998			 0.707779
0.962181			 0.961388			 0.959727
0.195108			 0.0884608			 0.17932
0.615865			 0.603633			 0.599567
5.48968			 5.49481			 5.47768
2.30911			 2.31792			 2.2716
0.733825			 0.722116			 0.682592
0.224108			 0.258938			 0.222002
0.225881			 0.26134			 0.204209
6.03329			 6.04156			 6.0643
1.64788			 1.64794			 1.60882
3.75861			 3.76052			 3.80885
6.71194			 6.71179			 6.73136
3.78201			 3.78369			 3.82395
0.659995			 0.646671			 0.681485
0.892258			 0.888718			 0.848177
1.9581			 1.96189			 1.99427
4.72722			 4.72612			 4.77162
2.33661			 2.34573			 2.3871
3.72225			 3.72453			 3.76796
0.1978			 0.121885			 0.167342
0.320559			 0.311431			 0.370503
4.30035			 4.2987			 4.31699
2.23924			 2.2472			 2.23214
1.24035			 1.24162			 1.18912
1.82346			 1.82529			 1.85488
1.41111			 1.41111			 1.38428
3.27855			 3.28584			 3.25093
0.857455			 0.852194			 0.843385
0.194938			 0.0861659			 0.199721
5.27442			 5.27752			 5.26222
0.256233			 0.270293			 0.263962
1.00128			 1.00155			 1.00195
0.364187			 0.364074			 0.381787
1.53584			 1.53551			 1.50518
1.75981			 1.76087			 1.79264
1.70705			 1.70758			 1.75559
2.29186			 2.30047			 2.2944
1.04837			 1.0495			 1.01793
2.91983			 2.93025			 2.87909
0.281264			 0.276875			 0.33581
0.250328			 0.27019			 0.287341
0.482119			 0.484022			 0.5075
1.80592			 1.80753			 1.84702
0.498216			 0.498042			 0.520421
2.59777			 2.60868			 2.56246
0.42949			 0.435707			 0.413874
0.930411			 0.928501			 0.969841
1.13221			 1.13391			 1.12651
0.503083			 0.502259			 0.459117
0.518328			 0.515462			 0.519619
0.736274			 0.724668			 0.721842
2.17957			 2.18673			 2.15972
3.20967			 3.21769			 3.20575
0.255099			 0.270254			 0.268792
5.84688			 5.85464			 5.85372
0.251179			 0.270196			 0.243126
0.280377			 0.276414			 0.328657
5.84871			 5.85649			 5.88848
0.388084			 0.392104			 0.355169
0.887765			 0.884015			 0.888896
0.823888			 0.816821			 0.817301
0.414			 0.420132			 0.373312
0.601402			 0.589962			 0.590414
0.320064			 0.310872			 0.341895
4.93581			 4.93597			 4.94325
0.353932			 0.351579			 0.314956
0.217464			 0.245244			 0.188466
1.78451			 1.78585			 1.82949
