
Predictions(GD) 	 True Value
1			 1
1			 1
1			 1
0			 0
1			 1
0			 0
0			 0
1			 1
0			 0
1			 1
0			 0
0			 0
1			 1
1			 1
0			 0
1			 1
1			 1
1			 1
1			 1
1			 1
0			 0
0			 0
0			 0
0			 0
1			 1
1			 1
0			 0
1			 0
0			 0
1			 0
1			 1
1			 1
0			 0
1			 1
1			 1
1			 1
0			 0
1			 1
0			 0
1			 1
1			 1
1			 1
1			 1
1			 1
1			 1
0			 0
1			 0
1			 1
1			 1
0			 0
0			 0
1			 1
1			 1
0			 0
1			 1
1			 1
0			 0
0			 0
0			 0
1			 1
0			 0
1			 1
0			 0
1			 1
1			 1
1			 1
1			 0
1			 1
1			 1
1			 1
0			 0
1			 1
1			 1
0			 0
0			 0
1			 1
1			 1
0			 0
0			 0
0			 0
1			 1
1			 1
1			 1
0			 0
1			 1
1			 1
1			 1
1			 1
1			 1
1			 1
0			 0
1			 1
1			 1
1			 1
1			 1
1			 1
1			 1
1			 1
0			 0
0			 0
1			 1
1			 1
1			 1
1			 1
1			 1
0			 0
1			 1
1			 1
1			 1
1			 1
0			 0
0			 0
1			 1
1			 1
0			 0
0			 0
1			 1
0			 0
0			 0
0			 0
0			 0
1			 1
1			 1
1			 0
1			 1
1			 1
0			 0
0			 0
0			 0
0			 0
1			 1
1			 1
1			 1
1			 1
0			 0
1			 1
0			 0
1			 1
0			 0
0			 0
1			 1
0			 0
1			 1
1			 1
0			 0
0			 1
1			 1
0			 0
0			 0
0			 0
1			 1
0			 0
1			 1
0			 0
1			 1
1			 1
1			 1
1			 1
1			 1
1			 1
1			 1
1			 1
1			 1
1			 1
1			 1
1			 1
0			 1
1			 1
1			 1
1			 1
1			 1
0			 0
1			 1
0			 0
0			 0
1			 1
1			 1
1			 1
0			 0
1			 1
1			 1
0			 0
1			 1
1			 1
1			 1
1			 1
1			 1
1			 1
1			 1
1			 1
1			 1
0			 0
0			 0
0			 0
0			 0
1			 1
1			 1
0			 0
1			 1
0			 0
Testing loss 0.148486
Testing accuracy 0.965
